Country,LOCATION,Year,"Passenger car registrations sa, Index","Permits issued for dwellings sa, Index","Production in total manufacturing sa, Index","Production of electricity, gas, steam and air conditioning supply sa, index","Production of total construction sa, Index","Production of total energy sa, Index","Production of total industry sa, Index","Production of total manufactured intermediate goods sa, Index","Production of total manufactured investment goods sa, Index","Total retail trade (Volume) sa, Index","Work started for dwellings sa, Index"
European Union – 27 countries (from 01/02/2020),EU27_2020,2018,115.6358,135.4162,107.2648,,108.3417,,106.425,107.3411,108.441,107.2756,
European Union – 27 countries (from 01/02/2020),EU27_2020,2019,,135.2912,107.0649,,111.025,,106.15,105.2162,108.4993,110.2009,
European Union – 27 countries (from 01/02/2020),EU27_2020,2020,,123.2192,99.12522,,106.2083,,98.7,98.89176,96.96692,109.5925,
Finland,FIN,2000,123.6933,109.1591,97.31667,100.7333,65.20544,,99.85,107.4333,86.25833,70.17003,
Finland,FIN,2001,100.5587,89.73248,97.35,107.0833,65.35545,,99.90833,106.7833,87.1,74.05401,
Finland,FIN,2002,107.5482,93.69948,99.35833,108.3583,66.36386,,101.2833,108.2167,90.425,76.72945,
Finland,FIN,2003,135.4576,108.1007,99.6,113.3,69.32244,,101.2583,110.6083,89.19167,80.39674,
Finland,FIN,2004,131.0807,104.7504,106.2333,115.0583,72.69772,,106.6333,115.4583,98.45,84.48074,
Finland,FIN,2005,136.1524,111.7093,107.3667,101.4667,75.74798,,105.6333,114.1833,104.3917,88.49809,
Finland,FIN,2006,133.8908,110.3759,116.6417,117.8083,81.07343,,116.2667,124.6,115.7917,92.5821,
Finland,FIN,2007,115.4356,98.54154,123.4917,116.125,89.88249,,121.7,124.7083,130.8333,97.4079,
Finland,FIN,2008,128.3486,78.70656,125.8417,106.8417,93.6078,,123.075,119.5333,141.7833,98.59143,
Finland,FIN,2009,83.23378,83.85699,100.2667,106.2,81.69014,,100.8917,95.50833,107.975,95.93266,
Finland,FIN,2010,102.9121,105.8422,105.2583,118.2917,91.10759,,106.625,105.3917,107.825,97.99133,
Finland,FIN,2011,115.907,105.8838,108.4333,107.7333,98.4082,,108.4,107.8667,112.4333,100.6501,
Finland,FIN,2012,102.2404,98.50821,106.475,102.8167,96.68306,,106.0667,103.15,113.0833,101.7253,
Finland,FIN,2013,95.06984,84.007,102.4333,103.975,93.74948,,102.7833,100.6917,106.1333,100.7085,
Finland,FIN,2014,97.62452,91.36594,100.9083,99.09167,94.29952,,100.925,100.625,101.3583,99.54159,
Finland,FIN,2015,100.0,100.0167,100.0,100.0,100.0,,100.0,100.0333,100.0,100.0,
Finland,FIN,2016,109.3549,125.1271,104.5,99.95834,105.8838,,104.15,102.4,108.3917,101.9837,
Finland,FIN,2017,108.9754,146.0288,108.5333,98.0,110.6342,,107.5,106.7917,113.65,104.6091,
Finland,FIN,2018,110.7379,133.9445,111.8917,101.6333,112.9594,,111.2333,109.2083,119.55,106.5178,
Finland,FIN,2019,104.9467,119.5766,114.6083,99.45,112.8261,,113.0167,106.775,130.7333,109.0598,
Finland,FIN,2020,88.6032,127.5606,111.05,97.825,113.9012,,109.6333,103.3417,129.0917,113.8023,
France,FRA,2000,113.1294,96.98067,110.4224,96.53419,107.7933,,108.6191,122.8717,104.3159,68.13599,
France,FRA,2001,119.5362,93.73918,111.4749,99.33167,111.8167,,109.9066,122.0642,106.4959,72.18565,
France,FRA,2002,113.7225,92.98478,109.9799,99.93,111.2967,,108.6449,119.7167,105.125,73.95217,
France,FRA,2003,106.5216,102.0688,108.4133,102.0883,111.0708,,107.7124,117.7025,103.53,74.74377,
France,FRA,2004,106.7582,123.274,110.9099,104.2891,112.0492,,110.1474,120.8383,107.4001,76.86859,
France,FRA,2005,109.6253,136.6411,110.8241,105.045,115.705,,110.0374,120.2667,109.6259,78.86843,
France,FRA,2006,106.0605,149.5451,111.8441,104.2891,118.7667,,110.7941,121.6867,111.8743,81.21823,
France,FRA,2007,109.4532,141.3538,113.4257,103.8583,123.8725,,112.0016,123.8183,114.5151,84.30131,
France,FRA,2008,108.6972,117.7376,109.7874,105.11,121.5142,,109.0424,117.7192,112.4943,85.29289,
France,FRA,2009,120.2752,94.05013,94.83088,99.08917,114.5958,,95.39254,96.40166,93.80328,85.66786,
France,FRA,2010,117.1746,117.7015,99.29334,105.1575,111.6067,,99.9375,102.67,99.32999,88.56762,
France,FRA,2011,114.5632,128.6281,102.7775,100.2875,109.7983,,102.3825,107.1575,103.2925,91.68403,
France,FRA,2012,98.45088,119.6914,99.46667,101.3442,104.0925,,99.80334,100.6042,100.7925,93.30056,
France,FRA,2013,93.14602,105.3127,98.83834,102.8466,104.9333,,99.49084,99.70667,98.96583,94.91709,
France,FRA,2014,93.61807,93.90467,98.54251,97.45419,102.0658,,98.37334,99.11166,99.43166,96.46696,
France,FRA,2015,100.0,100.0,100.0,99.99834,100.0017,,100.0,100.0,100.0,100.0,
France,FRA,2016,105.2083,114.6656,100.4825,100.75,99.34834,,100.4767,100.5242,101.2258,103.433,
France,FRA,2017,110.2468,122.0819,102.8725,99.92333,102.6142,,102.45,103.3075,104.3034,106.8244,
France,FRA,2018,113.3818,115.3369,103.77,100.6242,102.06,,103.2508,102.335,106.9551,109.7908,
France,FRA,2019,115.2487,111.7843,104.435,99.94,102.5567,,103.6808,,,112.7573,
France,FRA,2020,86.47807,97.01672,92.68839,93.92422,89.17667,,92.92506,,,110.6408,
G7,G-7,2000,117.1069,,,,,,95.80853,,,86.42515,
G7,G-7,2001,116.3832,,,,,,93.46274,,,87.36472,
G7,G-7,2002,114.9705,,,,,,93.27615,,,87.99994,
G7,G-7,2003,110.8279,,,,,,94.5995,,,89.1071,
G7,G-7,2004,111.1078,,,,,,97.04548,,,91.36649,
G7,G-7,2005,112.5424,,,,,,99.21571,,,93.53512,
G7,G-7,2006,112.2591,,,,,,102.2649,,,95.07157,
G7,G-7,2007,110.346,,,,,,104.9227,,,95.71238,
G7,G-7,2008,101.6261,,,,,,101.9882,,,92.88014,
G7,G-7,2009,98.30956,,,,,,87.64056,,,88.89512,
G7,G-7,2010,93.6383,,,,,,94.46821,,,91.6508,
G7,G-7,2011,92.45164,,,,,,96.50751,,,93.8514,
G7,G-7,2012,91.93996,,,,,,97.27524,,,95.49017,
G7,G-7,2013,91.91168,,,,,,98.15971,,,97.26188,
G7,G-7,2014,93.83377,,,,,,100.4069,,,98.91466,
G7,G-7,2015,96.12039,,,,,,100.0,,,100.0,
G7,G-7,2016,97.24966,,,,,,99.39303,,,101.3619,
G7,G-7,2017,96.29205,,,,,,101.5301,,,103.7112,
G7,G-7,2018,92.67397,,,,,,103.8671,,,105.2391,
G7,G-7,2019,,,,,,,102.7221,,,106.5435,
G7,G-7,2020,,,,,,,94.47037,,,107.0181,
Germany,DEU,2000,105.2222,120.9215,81.15363,100.2167,98.39713,,80.4067,82.40833,72.64167,96.78307,
Germany,DEU,2001,103.8998,102.1746,81.18697,98.33334,90.79119,,80.46504,81.50833,74.00833,96.96642,
Germany,DEU,2002,101.5029,96.86719,80.22005,98.575,87.26598,,79.47329,80.85833,73.08334,94.52454,
Germany,DEU,2003,100.8988,104.7242,80.41177,102.1667,83.41843,,79.68997,81.15833,73.85833,93.52446,
Germany,DEU,2004,101.3137,92.60957,83.92098,105.1167,79.8658,,83.15693,85.18333,77.64167,95.40795,
Germany,DEU,2005,103.4916,83.10281,86.69667,104.9167,75.47643,,85.93216,87.33334,81.125,96.54971,
Germany,DEU,2006,108.3897,85.76904,91.58956,106.4083,79.38571,,90.87424,93.46667,85.94167,96.83307,
Germany,DEU,2007,97.9626,62.27295,97.54939,102.65,81.64897,,96.86641,99.725,92.85,95.58296,
Germany,DEU,2008,96.18469,58.38194,98.30791,100.975,82.20451,,97.74148,99.98333,95.06667,95.63297,
Germany,DEU,2009,117.7029,60.09832,81.36201,96.06667,81.85473,,80.78173,81.65,74.83334,92.63272,
Germany,DEU,2010,90.86369,63.99767,90.9144,100.3083,82.34853,,90.45753,93.96667,84.71667,93.94949,
Germany,DEU,2011,99.55512,77.52875,98.46629,95.05833,92.09101,,98.15818,100.8917,95.18333,94.94958,
Germany,DEU,2012,95.96558,80.51158,97.366,98.01667,92.69106,,97.06642,98.21667,95.9,95.07459,
Germany,DEU,2013,92.11958,90.51825,97.14928,98.31667,94.8079,,97.04142,97.775,96.08334,95.18293,
Germany,DEU,2014,94.84663,93.7927,99.03309,93.925,99.86665,,98.96658,99.5,98.35833,96.29136,
Germany,DEU,2015,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,
Germany,DEU,2016,104.501,115.4141,101.0586,99.65833,103.6003,,101.1334,101.1833,100.8917,102.5669,
Germany,DEU,2017,107.6552,113.731,103.7176,99.96667,108.9591,,103.842,104.675,103.3083,105.5505,
Germany,DEU,2018,107.48,116.164,104.8262,99.28333,117.3598,,105.0504,105.275,104.3,107.409,
Germany,DEU,2019,,119.4468,101.442,92.94167,124.2687,,101.7585,101.5,102.05,110.8509,
Germany,DEU,2020,,121.863,92.45644,86.88333,131.0026,,92.69106,95.325,88.775,116.1347,
Greece,GRC,2000,382.8584,1342.8,142.8048,124.825,437.8655,,140.1417,157.8667,355.7797,120.7417,
Greece,GRC,2001,369.6559,1655.883,136.4303,123.7167,466.9333,,135.425,154.4833,303.9087,124.8417,
Greece,GRC,2002,354.1884,2003.725,135.1137,125.525,649.0877,,135.6333,156.9167,277.6898,131.4833,
Greece,GRC,2003,339.4188,1993.575,134.0388,133.9667,612.2219,,136.4333,157.1083,285.0237,138.1167,
Greece,GRC,2004,382.1579,1894.575,135.0971,135.025,514.1714,,137.25,158.2333,282.2569,143.9083,
Greece,GRC,2005,355.8229,3184.042,132.8723,135.7833,315.7211,,135.05,154.7167,257.7881,150.8,
Greece,GRC,2006,353.1067,1931.7,135.4804,133.4417,326.0185,,136.2167,158.5833,260.7884,164.025,
Greece,GRC,2007,369.0373,1567.55,138.4468,138.1833,372.9318,,139.2917,159.7,256.6631,167.4667,
Greece,GRC,2008,352.6133,1205.292,132.0057,134.2833,401.4247,,133.3667,148.9833,237.6615,169.6833,
Greece,GRC,2009,289.866,896.5333,117.2152,128.575,333.0168,,120.5,121.575,184.2487,150.375,
Greece,GRC,2010,186.6669,749.4333,111.2907,116.7667,234.3914,,113.1833,120.425,143.587,140.8333,
Greece,GRC,2011,128.8586,410.0917,101.1832,121.45,138.0155,,106.6,108.8917,124.2604,126.5583,
Greece,GRC,2012,77.145,224.9417,97.61687,123.6083,91.70207,,104.4167,99.31667,100.3917,111.025,
Greece,GRC,2013,77.43127,128.8167,96.55862,115.1083,84.25394,,101.0,95.48333,99.89165,102.2917,
Greece,GRC,2014,93.95547,104.625,98.25014,99.38333,97.50063,,99.03333,98.04166,97.74148,101.525,
Greece,GRC,2015,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,
Greece,GRC,2016,104.0486,103.45,103.1914,101.7917,106.4484,,102.7167,103.825,97.72481,99.53333,
Greece,GRC,2017,116.2406,123.8583,106.1912,109.55,86.60335,,106.9333,109.4583,99.81665,100.6583,
Greece,GRC,2018,136.4519,175.9333,109.1242,108.075,74.65633,,108.825,110.7333,105.5921,102.0583,
Greece,GRC,2019,150.533,234.45,110.1825,101.7333,70.10748,,107.9417,109.825,111.9427,102.85,
Greece,GRC,2020,106.7305,277.975,108.5076,97.45834,63.45914,,105.7667,109.1583,112.2427,98.46667,
Hungary,HUN,2000,,336.9886,54.15833,110.0675,82.89167,,58.12984,71.39167,34.48044,71.51429,
Hungary,HUN,2001,,366.7861,56.41667,110.1925,90.50833,,60.58838,77.71667,35.06799,74.09784,
Hungary,HUN,2002,,374.4938,58.625,113.0594,106.575,,62.46354,80.86667,36.45291,80.49837,
Hungary,HUN,2003,270.0833,444.9379,63.10833,116.2097,109.7833,,66.48054,77.175,43.58738,86.87391,
Hungary,HUN,2004,268.3067,451.979,68.58334,114.1345,114.4417,,71.16426,84.2,48.03592,91.54929,
Hungary,HUN,2005,257.8456,407.591,73.80833,112.2844,132.6083,,76.13968,88.81667,54.46534,96.20802,
Hungary,HUN,2006,243.195,352.7373,81.9,112.5594,131.5417,,84.18201,93.66666,65.18382,100.7417,
Hungary,HUN,2007,222.4424,351.954,88.75,116.9181,112.725,,91.17426,96.41666,75.06295,98.74989,
Hungary,HUN,2008,198.6212,350.5374,88.24167,122.3435,107.0417,,90.54088,96.275,75.54138,97.16643,
Hungary,HUN,2009,77.99432,230.8724,72.0,108.2674,102.3917,,74.4062,75.13333,57.57932,91.94099,
Hungary,HUN,2010,56.33723,141.8465,80.525,109.3508,91.71667,,82.16518,84.84167,66.62749,90.02417,
Hungary,HUN,2011,58.43387,96.26698,85.4,107.5173,84.4,,86.7739,87.2,75.67567,90.23252,
Hungary,HUN,2012,68.7551,81.25156,83.99167,103.842,78.825,,85.73215,86.40833,76.9347,88.29069,
Hungary,HUN,2013,72.74624,59.24506,85.19167,98.82491,85.475,,86.88224,87.54166,81.76096,89.91582,
Hungary,HUN,2014,87.43699,77.34355,92.61667,94.23285,97.05,,93.1661,92.83334,91.56454,94.56622,
Hungary,HUN,2015,100.0,100.0,100.0,100.0,100.0,,99.6833,100.0,100.0,100.0,
Hungary,HUN,2016,125.082,257.0786,101.425,100.7251,81.14167,,100.475,106.3833,99.16904,104.8171,
Hungary,HUN,2017,150.6589,312.3073,106.075,100.9667,105.1583,,105.7421,113.375,103.6092,110.7342,
Hungary,HUN,2018,176.9706,302.3915,109.8,97.69147,127.5333,,109.9008,123.7667,103.9785,118.1348,
Hungary,HUN,2019,204.5989,291.0841,116.0083,99.59163,153.8667,,115.843,128.9333,111.7257,125.5355,
Hungary,HUN,2020,165.8784,180.2516,109.15,100.8667,138.8417,,107.7673,131.925,94.85479,125.4105,
Iceland,ISL,2000,,,29.44048,,41.57744,,29.44048,,,79.81224,
Iceland,ISL,2001,,,34.76995,,46.76003,,34.76995,,,75.12366,
Iceland,ISL,2002,,,36.36345,,40.36514,,36.36345,,,74.46426,
Iceland,ISL,2003,,,35.17916,,49.44479,,35.17916,,,79.27225,
Iceland,ISL,2004,,,38.35827,,61.75312,,38.35827,,,87.14885,
Iceland,ISL,2005,,,43.11664,,81.66138,,43.11664,,,98.51982,
Iceland,ISL,2006,,,50.37931,,118.5618,,50.37931,,,106.3575,
Iceland,ISL,2007,,,50.68436,,137.3226,,50.68436,,,114.717,
Iceland,ISL,2008,,,68.70467,,136.4561,,68.70467,,,104.2131,
Iceland,ISL,2009,,,71.25371,,79.98581,,71.25371,,,80.42233,
Iceland,ISL,2010,,,80.41565,,64.26878,,80.41565,,,78.03144,
Iceland,ISL,2011,,,90.15668,,61.04913,,90.15668,,,79.42254,
Iceland,ISL,2012,,,94.18347,,63.21714,,94.18347,,,82.8734,
Iceland,ISL,2013,,,90.39614,,72.64738,,90.39614,,,84.49213,
Iceland,ISL,2014,,,91.3866,,84.32729,,91.3866,,,90.06099,
Iceland,ISL,2015,,,100.0,,100.0,,100.0,,,100.0,
Iceland,ISL,2016,,,90.99091,,137.9539,,90.99091,,,112.3148,
Iceland,ISL,2017,,,91.7965,,165.94,,91.7965,,,122.5326,
Iceland,ISL,2018,,,,,183.7075,,,,,,
Iceland,ISL,2019,,,,,189.5797,,,,,,
Iceland,ISL,2020,,,,,177.9928,,,,,,
India,IND,2000,,,37.93723,,,,42.91734,51.44386,27.91372,,
India,IND,2001,,,39.13319,,,,44.07931,52.72123,26.83486,,
India,IND,2002,23.48851,,41.13032,,,,46.23693,53.86164,28.9917,,
India,IND,2003,29.43375,,44.05316,,,,49.26824,57.45157,31.91096,,
India,IND,2004,37.69044,,49.11012,,,,54.60796,63.35143,39.42788,,
India,IND,2005,39.77955,,54.81898,,,,57.84565,64.63721,45.88461,,
India,IND,2006,47.38448,,62.7303,,,,64.17902,71.68895,55.63966,,
India,IND,2007,53.74174,,74.33508,,,,74.2214,77.42249,78.93925,,
India,IND,2008,59.23092,,80.55978,,,,79.91372,79.58318,100.491,,
India,IND,2009,72.04399,,80.01659,,,,80.07885,81.19791,90.55499,,
India,IND,2010,89.85403,,88.40118,,,,87.87891,88.45877,110.4588,,
India,IND,2011,95.33095,,93.00868,,,,92.09322,89.21046,109.5496,,
India,IND,2012,98.94367,,92.00008,,,,91.87247,89.60263,103.4322,,
India,IND,2013,92.17538,,93.97626,,,,93.31222,92.60011,100.8777,,
India,IND,2014,93.69988,,97.81699,,,,97.52522,98.95658,98.48556,,
India,IND,2015,99.91382,,100.0177,,,,100.0,100.0197,100.0,,
India,IND,2016,103.0667,,104.7526,,,,105.2073,103.7168,103.8806,,
India,IND,2017,107.3378,,108.4789,,,,108.9342,105.8416,106.6729,,
India,IND,2018,108.7181,,114.3386,,,,114.5467,107.0689,114.598,,
India,IND,2019,90.06368,,115.1112,,,,115.3053,,,,
India,IND,2020,,,99.45304,,,,102.6589,,,,
Indonesia,IDN,2000,,,58.9402,,,,,,,,
Indonesia,IDN,2001,,,61.45742,,,,,,,,
Indonesia,IDN,2002,,,63.46432,,,,,,,,
Indonesia,IDN,2003,,,66.93095,,,,,,,,
Indonesia,IDN,2004,,,69.15642,,,,,,,,
Indonesia,IDN,2005,,,70.04985,,,,,,,,
Indonesia,IDN,2006,,,68.91035,,,,,,,,
Indonesia,IDN,2007,,,72.70361,,,,,,,,
Indonesia,IDN,2008,,,74.94234,,,,,,,,
Indonesia,IDN,2009,,,76.04353,,,,,,,,
Indonesia,IDN,2010,,,79.3083,,,,,,,,
Indonesia,IDN,2011,,,82.55599,,,,,,,,
Indonesia,IDN,2012,,,85.95438,,,,,,,,
Indonesia,IDN,2013,,,91.11674,,,,,,,,
Indonesia,IDN,2014,,,95.4556,,,,,,,,
Indonesia,IDN,2015,,,100.0,,,,,,,,
Indonesia,IDN,2016,,,104.0137,,,,,,,,
Indonesia,IDN,2017,,,108.9401,,,,,,,,
Indonesia,IDN,2018,,,113.3457,,,,,,,,
Indonesia,IDN,2019,,,117.8918,,,,,,,,
Indonesia,IDN,2020,,,105.9673,,,,,,,,
Ireland,IRL,2000,186.0036,720.2732,40.38387,,218.5046,,42.86366,102.705,60.0219,85.50237,
Ireland,IRL,2001,132.861,592.478,44.98611,,225.9315,,47.58811,113.5119,63.9446,85.80918,
Ireland,IRL,2002,124.2548,498.0976,48.81905,,230.6077,,51.47744,124.0424,59.5147,85.3882,
Ireland,IRL,2003,118.0679,483.9512,51.56591,,243.6609,,54.38846,125.2929,68.39376,85.88767,
Ireland,IRL,2004,123.6042,678.7902,52.1361,,305.6014,,55.06134,116.5131,72.66957,88.59908,
Ireland,IRL,2005,137.3735,738.0488,54.27205,,335.809,,57.24699,117.0067,77.07379,93.22276,
Ireland,IRL,2006,143.221,585.4439,56.07312,,348.9372,,58.99361,121.548,81.02859,100.0983,
Ireland,IRL,2007,149.2478,612.9561,59.18653,,301.9755,,62.08598,125.2073,86.02988,106.9582,
Ireland,IRL,2008,120.9396,466.4,57.6434,,213.7034,,60.74022,115.3679,89.95901,100.4816,
Ireland,IRL,2009,44.94427,261.6,55.26761,,134.8087,,58.02963,87.19889,70.34548,86.55058,
Ireland,IRL,2010,70.10734,113.2098,60.31666,98.78343,94.74869,,62.95772,78.9588,72.70524,87.82558,
Ireland,IRL,2011,71.77937,88.76098,60.382,95.65036,78.91973,,62.68492,78.97196,71.9903,87.05119,
Ireland,IRL,2012,62.96425,52.57561,59.62805,93.32555,76.99425,,61.76686,78.61656,77.67949,86.24553,
Ireland,IRL,2013,58.91173,58.5561,58.14526,87.5927,85.72143,,60.3924,77.82677,78.0309,86.90257,
Ireland,IRL,2014,76.26208,64.64391,70.96255,101.0999,92.74818,,73.02486,71.38344,89.68192,92.42492,
Ireland,IRL,2015,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.2,
Ireland,IRL,2016,117.1918,120.1756,104.7746,111.849,109.9025,,104.9325,111.9916,,107.7083,
Ireland,IRL,2017,104.9005,150.6341,102.1998,109.3909,124.181,,102.3079,120.0474,,111.825,
Ireland,IRL,2018,100.0388,194.7707,97.91684,90.76743,136.9843,,97.25046,,,115.9333,
Ireland,IRL,2019,93.55544,294.875,103.9747,114.5488,144.8112,,104.0493,,,118.3917,
Ireland,IRL,2020,69.61357,324.85,117.2319,148.6626,131.5329,,119.1885,,,115.2583,
Israel,ISR,2000,,78.17109,70.11761,,69.07452,,70.11761,,,62.23562,
Israel,ISR,2001,,60.89002,66.64541,,65.86122,,66.64541,,,63.9768,
Israel,ISR,2002,,61.54514,65.39123,,66.62115,,65.39123,,,63.84678,
Israel,ISR,2003,,54.22661,65.18801,,64.67793,,65.18801,,,62.34869,
Israel,ISR,2004,49.65309,51.15913,69.71117,,60.99066,,69.71117,,,67.21014,
Israel,ISR,2005,51.77285,57.30134,73.25527,,61.23945,,73.25527,,,68.78484,
Israel,ISR,2006,53.21379,55.1351,79.89071,,62.05283,,79.89071,,,73.06299,
Israel,ISR,2007,70.58921,56.38924,84.28571,,64.80123,,84.28571,,,77.42475,
Israel,ISR,2008,73.04185,60.0304,90.1249,,68.70193,,90.1249,,,78.00307,
Israel,ISR,2009,68.09353,60.58237,84.879,,70.78857,,84.879,,,76.17754,
Israel,ISR,2010,84.11093,78.43893,91.63154,,79.65498,,91.63154,,,81.08278,
Israel,ISR,2011,86.49881,90.96404,93.66901,,87.59627,,93.66901,,,83.59811,
Israel,ISR,2012,79.68977,82.2665,98.09524,,93.09407,,98.09524,,,88.41973,
Israel,ISR,2013,82.74738,90.65277,97.08821,,99.23605,,97.08821,,,90.48913,
Israel,ISR,2014,94.50199,85.77194,97.63466,,100.3635,,97.63466,,,94.76031,
Israel,ISR,2015,100.0,100.0,100.0,,100.0,,100.0,,,100.0,
Israel,ISR,2016,111.5062,97.81928,99.71897,,103.8756,,99.71897,,,106.0619,
Israel,ISR,2017,110.4993,102.2422,101.4754,,108.5938,,101.4754,,,112.6603,
Israel,ISR,2018,104.7769,94.02248,103.9891,,,,103.9891,,,117.5725,
Israel,ISR,2019,102.0542,103.3769,108.064,,,,108.064,,,122.3174,
Israel,ISR,2020,86.92056,97.86814,110.7962,,,,110.7962,,,126.519,
Italy,ITA,2000,152.9806,,129.2726,104.5496,132.1833,110.0833,127.6644,146.3744,123.5647,107.4917,
Italy,ITA,2001,151.7611,,128.281,105.2579,140.6833,109.625,125.3646,143.7656,122.7481,109.575,
Italy,ITA,2002,146.1089,,125.7645,106.6328,148.0333,114.2417,123.4897,140.3984,120.3816,111.225,
Italy,ITA,2003,141.6936,,123.5397,112.0823,151.5917,119.1583,122.7064,139.4733,114.7654,111.0583,
Italy,ITA,2004,142.0431,,124.4146,116.282,156.3167,122.125,122.4815,141.1902,115.1321,109.275,
Italy,ITA,2005,142.6015,,121.3482,118.9901,156.0167,126.85,121.7149,138.1647,112.0157,108.775,
Italy,ITA,2006,147.0932,,125.3396,121.5232,161.075,126.5833,126.1312,141.3652,118.8068,109.7,
Italy,ITA,2007,157.5388,,128.9143,121.1566,172.9417,124.7583,129.0642,144.274,125.5395,109.5583,
Italy,ITA,2008,134.8515,,124.6646,121.9898,171.9417,122.675,123.748,136.0727,122.2565,106.7917,
Italy,ITA,2009,137.1416,,100.575,111.0074,152.3583,111.5333,100.7499,102.1003,91.96734,105.3583,
Italy,ITA,2010,122.5071,,107.8827,113.7655,147.2333,114.3,107.791,111.3686,102.3415,105.7083,
Italy,ITA,2011,110.6592,,108.6409,111.3074,139.5083,111.925,108.6409,111.977,106.4911,103.8,
Italy,ITA,2012,88.50005,,101.6332,108.191,121.3417,109.0667,102.3998,102.1587,100.2916,100.2,
Italy,ITA,2013,82.7624,,98.70011,103.4247,108.9,103.0667,99.25839,100.8001,95.5837,97.825,
Italy,ITA,2014,86.35918,,98.17516,97.85018,101.05,97.61667,98.62511,100.2084,95.53371,98.26667,
Italy,ITA,2015,100.0,,100.0,100.0,100.0,100.0,99.64169,100.0,100.0,100.0,
Italy,ITA,2016,115.1018,,101.5332,101.3915,99.29166,99.425,101.6915,101.9003,102.7164,100.1583,
Italy,ITA,2017,125.0135,,104.8329,103.858,99.96667,101.5667,105.4829,104.7008,107.641,99.875,
Italy,ITA,2018,121.3633,,106.9744,102.0082,101.775,99.94167,106.3911,105.0842,111.5407,99.59167,
Italy,ITA,2019,,,105.5579,103.6914,104.9167,100.35,105.1579,,,100.3333,
Italy,ITA,2020,,,93.10891,99.63336,97.35833,95.43333,93.58387,,,92.86667,
Japan,JPN,2000,110.1358,,107.5839,,33.39281,98.26827,106.0525,96.89215,114.5296,98.89996,135.2518
Japan,JPN,2001,111.5364,,100.2406,,32.27441,98.51398,99.62135,88.09992,106.4464,97.70214,129.0948
Japan,JPN,2002,115.8889,,99.02126,,30.79994,99.23474,98.45204,90.48973,97.71427,95.32621,126.5828
Japan,JPN,2003,117.146,,102.6872,,29.41751,101.1328,102.2936,97.25882,98.05783,95.72969,127.5799
Japan,JPN,2004,125.571,,107.6043,,28.44617,104.4821,107.1211,102.0941,111.4241,96.67883,130.7655
Japan,JPN,2005,124.2877,,109.0585,,27.50397,107.4821,108.8602,103.7981,115.7156,98.69067,135.9481
Japan,JPN,2006,115.8865,,113.9302,,27.30931,109.6314,113.2982,108.9102,120.5085,98.53493,141.9105
Japan,JPN,2007,109.1961,,117.1477,,25.36136,111.6016,116.6042,113.1226,123.9996,98.85968,116.6548
Japan,JPN,2008,103.5563,,113.2213,,23.54802,112.524,112.8273,109.5762,115.6095,97.937,120.2596
Japan,JPN,2009,97.62717,,88.46825,,23.12948,104.1933,89.39108,85.52059,77.82681,97.67105,86.70525
Japan,JPN,2010,108.2499,,102.2768,,21.95103,110.7158,102.7771,102.328,94.54732,100.9934,89.42339
Japan,JPN,2011,88.22515,,99.39573,,22.11746,106.1122,99.92881,97.79142,99.47995,100.2933,91.73187
Japan,JPN,2012,111.4686,,,,21.99764,106.6288,100.0571,98.26042,97.20274,102.1348,97.08545
Japan,JPN,2013,106.1981,,99.21673,,23.72754,104.7837,99.45838,98.36275,95.02797,102.7583,107.7781
Japan,JPN,2014,105.7677,,101.1332,,24.17475,103.2503,101.2416,100.2899,101.7335,101.6836,98.12625
Japan,JPN,2015,100.0,,100.0,,25.0,100.0,100.0,100.0,100.0,100.0,100.0
Japan,JPN,2016,103.5869,,99.99167,,26.15443,100.7167,100.225,98.86587,98.92049,99.54465,106.3717
Japan,JPN,2017,108.8196,,103.0747,,26.71619,100.5584,102.8414,103.8714,104.7672,100.9457,106.0862
Japan,JPN,2018,107.0612,,104.1997,,26.53443,101.3418,103.908,,,101.6717,103.637
Japan,JPN,2019,104.341,,101.0916,,26.29039,99.34161,101.1916,,,101.2708,99.54075
Japan,JPN,2020,91.65634,,90.64245,,26.12772,96.68306,90.94242,,,98.02083,89.66688
Korea,KOR,2000,-100.5732,48.2729,49.03904,,79.30415,,49.38474,38.63355,68.57,59.45412,
Korea,KOR,2001,198.4536,55.95882,49.11956,,85.58174,,49.66856,38.20168,69.22158,63.84,
Korea,KOR,2002,43.9957,66.31565,53.0871,,91.44033,,53.65794,41.42295,75.23583,70.57883,
Korea,KOR,2003,-14.65733,72.7703,56.0379,,99.61092,,56.62482,44.90308,75.31192,68.35765,
Korea,KOR,2004,-82.73108,58.78812,62.06543,,102.9106,,62.50989,51.52071,77.00408,69.09177,
Korea,KOR,2005,-91.47002,58.7942,65.99325,,104.6539,,66.46672,56.05167,77.82342,71.95294,
Korea,KOR,2006,-106.2547,62.98031,71.72895,,104.6914,,72.05592,62.61464,84.02275,74.83294,
Korea,KOR,2007,58.64241,76.25383,76.81609,,108.2454,,77.04128,68.19235,91.208,78.72941,
Korea,KOR,2008,499.3093,44.97427,79.36254,,99.44631,,79.63345,70.69164,96.97283,79.59529,
